fold,site,state,n_inducing,n_train,n_test,ip_selection_time,train_time,infer_time,total_fold_time,stopped_epoch
44,114495_42565,ID,512,48125,727,13.729702016804367,82.1797462622635,0.022306911181658506,95.93175519024953,50
44,114495_42565,ID,1024,48125,727,41.69490643590689,132.0671517699957,0.034195829182863235,173.79625403508544,50
45,106278_42846,WY,128,48827,25,15.29085837630555,125.73007082287222,0.048404556699097157,141.06933375587687,50
45,106278_42846,WY,256,48827,25,19.658871040679514,116.22332663275301,0.035851670894771814,135.9180493443273,50
45,106278_42846,WY,512,48827,25,38.496865421999246,110.77655960107222,0.030104625038802624,149.30352964811027,50
45,106278_42846,WY,1024,48827,25,91.2394405156374,148.10858119791374,0.05721714021638036,239.40523885376751,50
46,110831_44373,WY,128,48186,666,15.530261938925833,112.75556115899235,0.03243638202548027,128.31825947994366,50
46,110831_44373,WY,256,48186,666,24.14715813100338,99.62114149704576,0.04984712088480592,123.81814674893394,50
46,110831_44373,WY,512,48186,666,48.30682271113619,116.87260584812611,0.02220634464174509,165.20163490390405,50
46,110831_44373,WY,1024,48186,666,81.42524717189372,146.24474464403465,0.030006280168890953,227.69999809609726,50
47,104677_47868,MT,128,48148,704,11.35375853581354,112.00987537764013,0.03656725771725178,123.40020117117092,50
47,104677_47868,MT,256,48148,704,18.220531089697033,108.37262017186731,0.03682800894603133,126.62997927051038,50
47,104677_47868,MT,512,48148,704,34.44225739641115,112.01186810992658,0.022613066714257002,146.476738573052,50
47,104677_47868,MT,1024,48148,704,103.51061196113005,146.2285588029772,0.02693833177909255,249.76610909588635,50
48,105586_41303,WY,128,48758,94,6.996258594095707,88.0335618830286,0.01926498208194971,95.04908545920625,50
48,105586_41303,WY,256,48758,94,10.264548618812114,90.88994624326006,0.03255216497927904,101.18704702705145,50
48,105586_41303,WY,512,48758,94,20.99257944477722,92.66962812794372,0.05012142891064286,113.71232900163159,50
