cv_method,n_sites,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,total_time_seconds
LOSO,7,492,0.7597628557188859,0.6118304062895383,-0.45824217466399153,9.90898527213854,6.516532290501465,-0.302157628773968,3.6523417867720127
