cv_method,n_folds,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,r2_log_std,total_time_seconds
Spatial_Block,5,492,0.7087802456191042,0.5621160852744035,-0.2691026457279819,9.469199276452532,5.825151923676978,-0.18913649042399983,16.592587685898376,2.780158231034875
