fold,n_train,n_test,train_time,infer_time,fold_time
0,2000,1389,2.5716670490801334,0.07427148707211018,2.9125558510422707
1,2000,1560,1.2991323117166758,0.0585540346801281,1.3652900643646717
2,2000,927,1.291985148563981,0.0593316275626421,1.3556351885199547
3,2000,2836,1.3202523067593575,0.060488052666187286,1.3946459107100964
4,2000,839,1.3616083171218634,0.060021352022886276,1.4254756066948175
