fold,site,state,base_scale,summer_scale,winter_scale,seasonal_scale,aot_period_days,smog_period_days,residual_period_days,noise
25,111303_47494,MT,0.11151815205812454,0.035536933690309525,0.35792991518974304,0.016214212402701378,434.9047872955078,289.3115787323403,470.06203272714373,0.1443048119544983
26,105213_43648,WY,0.1036205068230629,0.04971357434988022,0.311335027217865,0.19435052573680878,524.8425856290987,298.71359478825127,397.776580482438,0.136634960770607
27,111056_45684,MT,0.10889898985624313,0.04197736456990242,0.33575522899627686,0.04431358352303505,510.6939497180116,310.1498611099496,456.2343178829775,0.14751139283180237
28,114224_47013,MT,0.11869736760854721,0.07471439242362976,0.3738967478275299,0.06420113891363144,371.5447348156255,257.3040973532223,300.0183049405042,0.1351068913936615
29,105370_45440,MT,0.09900780767202377,0.038349758833646774,0.35931435227394104,0.11872652918100357,442.1259777439365,316.961232457637,417.43081551562955,0.15144912898540497
30,106490_45366,MT,0.1039949506521225,0.06382076442241669,0.3722224533557892,0.1706632822751999,506.21891420523883,290.78647185072145,383.3131849219708,0.16353583335876465
31,114189_48364,MT,0.09461794793605804,0.034660737961530685,0.3863116204738617,0.06350003182888031,462.52536590296313,281.38772788227084,474.38458795502163,0.1371483951807022
32,111987_46850,MT,0.10052231699228287,0.04352504760026932,0.3305732011795044,0.07628840208053589,366.83018863060556,302.0302895842845,386.6506717661465,0.12251238524913788
33,104778_41182,WY,0.10530120879411697,0.061434678733348846,0.304348349571228,0.0847971960902214,523.3627623269655,318.2950854140455,540.5093272080105,0.1494571566581726
34,109455_47049,MT,0.10956043004989624,0.05074295401573181,0.3283887207508087,0.04071011766791344,560.9682535120988,270.2013434442765,503.7689505112304,0.12701010704040527
35,107862_48318,MT,0.09265656024217606,0.0683748871088028,0.29988184571266174,0.05652184784412384,500.50244320992147,234.94356249687166,434.4117511644016,0.137956902384758
36,107549_43082,WY,0.0935337245464325,0.04444661736488342,0.36911699175834656,0.1425141841173172,552.6423861107064,339.5418573244681,439.29488436218213,0.1574239283800125
37,108720_42530,WY,0.1023150235414505,0.04042479023337364,0.3015822470188141,0.028469983488321304,507.48799164651376,303.2476508026376,518.1485595616061,0.14205679297447205
38,114371_43683,ID,0.09810274094343185,0.03629845380783081,0.29865211248397827,0.053872983902692795,389.16365923002945,256.9867635942379,481.14689016509317,0.13189086318016052
39,116557_48292,ID,0.10696782916784286,0.044109243899583817,0.27497467398643494,0.16910146176815033,473.4620864827386,278.03907561304516,320.0654512407058,0.12493223696947098
40,114252_42680,ID,0.11747205257415771,0.03221061825752258,0.31922343373298645,0.011756726540625095,473.86490535924383,193.1295497881654,672.893644171664,0.12986329197883606
