fold,site,state,inference_days,actual_inference_days,n_infer_points,rmse_log,mae_log,r2_log,infer_time
22,112013_46659,MT,150,150,9556,0.5416838293772619,0.40221421824538495,0.285886453905587,0.40732526988722384
22,112013_46659,MT,200,200,13420,0.5139278414218068,0.38230299326481926,0.35719414965612684,0.7774608011823148
22,112013_46659,MT,250,250,16442,0.5224532688259353,0.38523194002424005,0.33569054937296394,1.8986028991639614
22,112013_46659,MT,300,300,19819,0.5096124858483848,0.3782088384955013,0.36794386771862375,2.6171218208037317
22,112013_46659,MT,350,350,23175,0.5041438444710027,0.3794745495714512,0.38143624735939563,3.0948031081352383
22,112013_46659,MT,400,400,26411,0.5231488169105859,0.38681574900833765,0.3339205662340081,3.5356454651337117
23,112456_42978,ID,25,25,1645,0.6544117014784535,0.5084039583657053,0.11700745393878409,1.2529711860697716
23,112456_42978,ID,50,50,3396,0.7046468026793375,0.5416094762669513,-0.023759385177130943,0.1278581430669874
23,112456_42978,ID,100,100,6591,0.6493480330583069,0.4841255692381537,0.1306193225468515,0.21966021787375212
23,112456_42978,ID,150,150,9931,0.6437867943903698,0.48340269666020014,0.14544690224784373,0.44251008913852274
23,112456_42978,ID,200,200,13577,0.6424784964452591,0.4780058686023043,0.14891660391407557,1.9368238700553775
23,112456_42978,ID,250,250,16396,0.6074440862682223,0.4494399182676736,0.23920518952333214,1.2120587630197406
23,112456_42978,ID,300,300,19726,0.6195911401703017,0.4600275251960553,0.20847374926701467,2.1387976040132344
23,112456_42978,ID,350,350,23172,0.6136819182281374,0.4510597266794246,0.22349978684968497,2.7551748640835285
23,112456_42978,ID,400,400,26047,0.6156142275244175,0.4589547178115274,0.2186021329924437,3.4304954800754786
24,116563_43580,ID,25,25,1570,0.49688920367443334,0.37797205909788206,0.33306375265004406,0.7929926819633693
24,116563_43580,ID,50,50,3392,0.4734013564765303,0.3660639266543384,0.39462539812350483,0.1513034028466791
24,116563_43580,ID,100,100,6439,0.43881123121131294,0.34221490699806906,0.4798595013157161,0.2066341070458293
24,116563_43580,ID,150,150,10157,0.40982384437160047,0.31100002777065666,0.5463095409981817,0.44861203408800066
24,116563_43580,ID,200,200,13085,0.4345697226373473,0.3296677321870631,0.4898661641420363,1.2556691269855946
24,116563_43580,ID,250,250,16697,0.4058405428354283,0.3091868903296464,0.5550860112505138,1.1867166620213538
24,116563_43580,ID,300,300,19853,0.42201021522906174,0.3238870343800446,0.5189268396622209,1.8735718969255686
24,116563_43580,ID,350,350,23116,0.41705239319874005,0.3206580139046694,0.5301638427758564,2.6961362638976425
24,116563_43580,ID,400,400,26311,0.41326051609622133,0.31924015005574674,0.5386685867399286,3.1978974901139736
25,111303_47494,MT,25,25,1654,0.5610523600322407,0.4437012990850892,-0.37822025194253994,1.0179043249227107
25,111303_47494,MT,50,50,3230,0.5847883448229632,0.43347738654590484,-0.4973014900085799,0.15244263410568237
25,111303_47494,MT,100,100,6513,0.4239616555065942,0.33277849524003206,0.2130176382023884,0.2111498611047864
25,111303_47494,MT,150,150,9931,0.4054463701005379,0.32372990456412415,0.2802549721162888,0.43710671295411885
25,111303_47494,MT,200,200,13099,0.4160843256171068,0.3340481335459763,0.24199066926357593,1.7727553360164165
25,111303_47494,MT,250,250,16330,0.44091638431975566,0.35849574021345065,0.14881430761225456,1.1590332190971822
25,111303_47494,MT,300,300,19813,0.41327342533425127,0.3295928080962975,0.252197694468557,2.09684680798091
25,111303_47494,MT,350,350,23124,0.410359472039524,0.32775212527693687,0.26270588918213156,2.7570299219805747
25,111303_47494,MT,400,400,26372,0.4195839770151714,0.3414650455410996,0.22918593541680599,3.3596286699175835
26,105213_43648,WY,25,25,1582,0.45824174258419226,0.3645130275625855,0.3920530979442973,1.078144553117454
26,105213_43648,WY,50,50,3335,0.4737332073469368,0.3812734821397258,0.35025340640082203,0.1259629731066525
26,105213_43648,WY,100,100,6806,0.46890428372445797,0.3698247421703435,0.3634320708188211,0.24740019999444485
26,105213_43648,WY,150,150,9908,0.4430485781184508,0.356055312498675,0.4316981780996454,0.4239364229142666
26,105213_43648,WY,200,200,13240,0.4870848815925559,0.39287241162795994,0.3131124354718494,1.6605279550421983
26,105213_43648,WY,250,250,17038,0.4498041628427762,0.3609112828744098,0.41423516678783123,1.2341595499310642
26,105213_43648,WY,300,300,19921,0.47108147932741085,0.3824082702884393,0.357506979085891,2.0800536449532956
26,105213_43648,WY,350,350,22994,0.45171288714065994,0.3718985403330356,0.40925328405089356,2.7561298219952732
26,105213_43648,WY,400,400,26253,0.46882310928603005,0.38321588193487055,0.3636524508548854,3.334068428957835
27,111056_45684,MT,25,25,1536,0.5269776814315508,0.4166804142513101,-0.35198042086971304,1.046469848137349
27,111056_45684,MT,50,50,3373,0.5941536813220983,0.4845125425611567,-0.7186345656942086,0.13122784602455795
27,111056_45684,MT,100,100,6466,0.6036950284044548,0.502810493451377,-0.7742759109236355,0.21503915404900908
27,111056_45684,MT,150,150,10201,0.575442780869428,0.4823883473672112,-0.6120935845954187,0.47894985787570477
27,111056_45684,MT,200,200,13192,0.5010112642144755,0.40792707994456034,-0.2220273839947715,1.9082990649621934
27,111056_45684,MT,250,250,16517,0.5734389697788442,0.4764546955571793,-0.6008858441566907,1.231209667166695
27,111056_45684,MT,300,300,19667,0.5825835389631426,0.48542412747613245,-0.6523512613673601,1.8749271689448506
27,111056_45684,MT,350,350,22979,0.6085390605315932,0.5127643411029424,-0.8028636273145777,3.067056603031233
27,111056_45684,MT,400,400,26472,0.6051206132510256,0.5087029984776299,-0.7826654692725543,3.498838691972196
28,114224_47013,MT,25,25,1569,0.5014359229333047,0.4043238710918338,-0.020436046163117005,0.8973687370307744
28,114224_47013,MT,50,50,3210,0.43686142650494786,0.3426699008793503,0.22546276079501926,0.16238695103675127
28,114224_47013,MT,100,100,6548,0.4474495817749572,0.3626179081539667,0.1874630547747136,0.2116508618928492
28,114224_47013,MT,150,150,10144,0.4433787052369371,0.3571090855287011,0.20218064931698643,0.4513977048918605
28,114224_47013,MT,200,200,13401,0.44517891662623793,0.3596166768456105,0.19568886614845837,1.3180612970609218
28,114224_47013,MT,250,250,16446,0.4538334170080779,0.36976543136576145,0.16411247047867117,1.1791044338606298
28,114224_47013,MT,300,300,19759,0.4723774183591542,0.3845678813580799,0.0944067835120842,1.8144921481143683
28,114224_47013,MT,350,350,23324,0.4664285133655431,0.3770186792675476,0.11707241180003802,2.8263256058562547
28,114224_47013,MT,400,400,26345,0.4627093748280132,0.3788363283781786,0.13109659027787823,3.340042792027816
29,105370_45440,MT,25,25,1621,0.5538928165061177,0.4457637023402747,0.035677638723809246,0.552891616942361
29,105370_45440,MT,50,50,3271,0.5165860625386629,0.41254649883642563,0.16120440412406045,0.13640022999607027
29,105370_45440,MT,100,100,6628,0.5372284890483706,0.441490172630557,0.09282966059038578,0.26489389408379793
29,105370_45440,MT,150,150,10060,0.5167800751129219,0.4178590754337252,0.1605742382565568,0.4526635860092938
29,105370_45440,MT,200,200,13292,0.5250454082284237,0.432762463996388,0.13350811160390408,1.8764625580515712
29,105370_45440,MT,250,250,16270,0.5076835052355501,0.41318972321181396,0.18986596377394505,1.145566816907376
29,105370_45440,MT,300,300,20027,0.5242533994850445,0.4294168450393956,0.13612027252167136,2.102299049962312
29,105370_45440,MT,350,350,23520,0.5200712088679561,0.4297781020167292,0.1498483621875193,2.8759137459564954
29,105370_45440,MT,400,400,26160,0.5094274671711705,0.41580793674986355,0.18429056271720334,3.373161618132144
30,106490_45366,MT,25,25,1715,0.45245349333765333,0.36147909207270784,0.39798080449100237,0.9205056349746883
30,106490_45366,MT,50,50,3432,0.48498986754006684,0.3851333923413037,0.30828406850418766,0.12547736102715135
30,106490_45366,MT,100,100,6694,0.4494851285274019,0.35837529039143234,0.4058541027944659,0.21804645587690175
30,106490_45366,MT,150,150,9843,0.4095131425156685,0.31981155006287876,0.5068283128141722,0.42855817708186805
30,106490_45366,MT,200,200,12992,0.408998823916759,0.31963567180773383,0.5080663101508696,1.8514060280285776
30,106490_45366,MT,250,250,16803,0.41728472966272057,0.3251373079426449,0.4879322415013415,1.2354684590827674
30,106490_45366,MT,300,300,19758,0.4147557612259406,0.32441731749314556,0.49412024169054714,2.1861352280247957
30,106490_45366,MT,350,350,22933,0.4224120523764616,0.32951258994412136,0.47527102050441383,2.8272440368309617
30,106490_45366,MT,400,400,26556,0.408038626250854,0.3205569400574705,0.5103734029152347,3.4455779457930475
31,114189_48364,MT,25,25,1672,0.623560697966342,0.47907650669072765,0.2748598470526066,0.7257542270235717
31,114189_48364,MT,50,50,3334,0.632602728851689,0.48287008551679556,0.25367737628354037,0.12987082614563406
31,114189_48364,MT,100,100,6488,0.6428408247354378,0.4886832744014966,0.22932479954600893,0.21177221206016839
31,114189_48364,MT,150,150,9698,0.5939038255757491,0.45621812977350523,0.3421956662765502,0.4204455711878836
31,114189_48364,MT,200,200,13283,0.6041291050475579,0.4582812090959189,0.31934975807636723,0.7688510820735246
31,114189_48364,MT,250,250,16729,0.5814214815183376,0.4429221529099469,0.3695558318616605,1.9413113798946142
31,114189_48364,MT,300,300,19779,0.5927609600737005,0.45021356573745885,0.3447248924255326,2.7089125600177795
31,114189_48364,MT,350,350,23107,0.5711719772516162,0.43498462486426337,0.39158730290263977,2.817571188788861
