cv_method,n_sites,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,total_time_seconds
LOSO,28,7551,0.6533847120003503,0.4868401647854995,0.1444931389608305,4.68566411763063,2.9883498844411966,0.1562948456966673,45.539098247885704
