cv_method,n_folds,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,r2_log_std,total_time_seconds
Spatial_Block,5,7551,0.6642476043278,0.4959264644998385,0.1158100927625837,4.845456799531776,3.0188427679026857,0.09776878953729873,0.2538726523167946,8.484749445691705
