cv_method,n_train,n_test,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,total_time_seconds,years
Random_Split,2000,1511,1511,0.4404,0.3401,0.6114,3.65,2.27,0.5158,3.127,2019
Random_Split,2000,3016,3016,0.4672596156597137,0.3577958047389984,0.599554181098938,4.605486869812012,2.4702436923980717,0.5017578601837158,,2018-2019
Random_Split,2000,3016,3016,0.46725961565971375,0.3577958047389984,0.599554181098938,4.605486869812012,2.4702436923980713,0.5017578601837158,,2018-2019
