cv_method,n_sites,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,total_time_seconds,years
LOSO,28,7551,0.5708290274987845,0.4417939528493038,0.3470233390290561,4.216899450255589,2.6856802354329288,0.3166630800744467,41.38875912502408,2019
LOSO,28,15080,0.572588648828737,0.4410549411967692,0.4061435285296273,5.42402371647825,3.068575065011492,0.3498228568119649,42.56251027621329,2018-2019
LOSO,28,15080,0.572588648828737,0.44105494119676925,0.4061435285296273,5.42402371647825,3.0685750650114914,0.3498228568119649,42.833368284627795,2018-2019
